objectid,filename,headline,title,creator,description,date,date is approximate?,subject,location,digital collection,source,identifier,digital_source,format original,format,type,rights,rights (standardized),language
hiroshima051,1998_ColumnarEuropeanAspen_01.jpg,,Borah Foundation Peace Walk: Columnar European Aspen,,,1998,,peace; trees,University of Idaho Arboretum,,,1998_ColumnarEuropeanAspen_01,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima052,1998_CucumberTree_01.jpg,,Borah Foundation Peace Walk: Cucumber Tree,,,1998,,peace; trees,University of Idaho Arboretum,,,1998_CucumberTree_01,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima053,2000_GiantDogwood_01.jpg,,Borah Foundation Peace Walk: Giant Dogwood,,,2000,,peace; trees,University of Idaho Arboretum,,,2000_GiantDogwood_01,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima054,2002_ColoradoSpruce_01.jpg,,Borah Foundation Peace Walk: Colorado Spruce,,,2002,,peace; trees,University of Idaho Arboretum,,,2002_ColoradoSpruce_01,,Photograph,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima055,UG12_Box43_Folder1344_01.jpg,,"Letter from President Dale to University of California, Berkley's President Sproul ","Dale, Harrison C. ","President Dale informs President Sproul that the University of Idaho would be willing to accept a limited number of Japanese-American student transfers from University of California, Berkley.",3/18/1942,,correspondence; university; japanese students; relocation,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_01,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
<<<<<<< HEAD
<<<<<<< HEAD
hiroshima056,UG12_Box43_Folder1344_02.jpg,,The Six Japanese Students,,This newspaper article responds to the six japanese students brought to Moscow. It discusses an Argonaut article (Six American Citizens�) and the legality of denying Japanese-American citizens the ability to enroll at the university.,,,newspaper clippings; racial discrimination; racism; japanese students; moscow,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_02,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
=======
hiroshima056,UG12_Box43_Folder1344_02.jpg,,The Six Japanese Students,,This newspaper article responds to the six japanese students brought to Moscow. It discusses an Argonaut article ('Six American Citizens') and the legality of denying Japanese-American citizens the ability to enroll at the university.,,,newspaper clippings; racial discrimination; racism; japanese students; moscow,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_02,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
>>>>>>> 76ee603ec6a1a99181c4e41b9eddf30331dc2e06
=======
hiroshima056,UG12_Box43_Folder1344_02.jpg,,The Six Japanese Students,,This newspaper article responds to the six japanese students brought to Moscow. It discusses an Argonaut article ('Six American Citizens') and the legality of denying Japanese-American citizens the ability to enroll at the university.,,,newspaper clippings; racial discrimination; racism; japanese students; moscow,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_02,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
>>>>>>> 76ee603ec6a1a99181c4e41b9eddf30331dc2e06
hiroshima057,UG12_Box43_Folder1344_03.jpg,,"Letter from University of California, Berkley's President Sproul to President Dale","Sproul, Robert G.","President Sproul inquires if the University of Idaho would accept Japanese-American students that were being forced to relocate away from the University of California, Berkley.",3/13/1942,,correspondence; japanese students; relocation; university,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_03,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima058,UG12_Box43_Folder1344_04.jpg,,Letter from James B. Hughes to President Dale,"Hughes, James B.","Pastor Hughes from First Baptist Church in Coeur d'Alene, Idaho encourages President Dale to allow Japanese students to relocate to the University of Idaho.",4/18/1942,,correspondence; japanese students; university; relocation; religious leaders; anti-racism,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_04,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima059,UG12_Box43_Folder1344_05.jpg,,"Letter from University of California, Berkley's President Sproul to US Vice-President Henry A. Wallace","Sproul, Robert G.",President Sproul notifies Vice-President Wallace of a proposal for how to address Japanese American citizens who were being removed from univesities along the West Coast.,5/1/1942,,correspondence; relocation; japanese students,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_05,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima060,UG12_Box43_Folder1344_07.pdf,,Evacuees Not At All Bitter,Spokesman-Review,Sub-headed 'American Japanese to Be Evacuated From Coast; Declares Loyalty.' This article relates the feelings of Tom Hirashima a Japanese American being relocated from Santa Barbara.,4/12/1942,,newspaper clippings; japanese americans; relocation ,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_07,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima061,UG12_Box43_Folder1344_08.pdf,,The Japanese Evacuation: Looking Backward and Forward,The Living Church,Article in a religious magazine about the relocation of Japanese citizens and how readers can help. ,4/12/1942,,religious leaders; relocation; japanese americans,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_08,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima062,UG12_Box43_Folder1344_09.pdf,,Our Closed Door,University Argonaut,Article written by K.C. on the University of Idaho's policy to not allow Japanese American students to transfer from out-of-state instutitions due to forced relocation.,4/10/1942,,newspaper clippings; university; japanese students; moscow; anti-racism,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_09,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima063,UG12_Box43_Folder1344_10.jpg,,Letter from Asher B. Wilson to President Dale,"Wilson, Asher B. ","Wilson urges President Dale to only allow Japanese students who are Idaho citizens into the university, at least until the Board of Regents meets to make an order.",4/6/1942,,correspondence; university; japanese students; discrimination,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_10,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima064,UG12_Box43_Folder1344_11.jpg,,Letter from L.P. Sieg to President Dale,"Sieg, L.P. ",President Sieg assures President Dale that the six Japanese students sent to Moscow were sent before they had received word that the University of Idaho would not accept them.,4/13/1942,,correspondence; japanese students; relocation; military; moscow,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_11,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima065,UG12_Box43_Folder1344_12.pdf,,Letter from President Dale to Asher B. Wilson,"Dale, Harrison C. ",President Dale responds to Asher B. Wilson detailing the events that led to six Japanese students coming to Moscow.,4/21/1942,,correspondence; japanese students; relocation; Wartime Civil Control Administration; military; moscow,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_12,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima066,UG12_Box43_Folder1344_13.jpg,,Letter from Robert W. O'Brien to Professor Paul K. Hatt,"O'Brien, Robert W. ",Robert W. O'Brien from University of Washington discusses moving the six Japanese students sent to Moscow to Pullman.,4/20/1942,,correspondence; War Civilian Control Authorities; military; japanese students; relocation; moscow,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_13,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima067,UG12_Box43_Folder1344_14.jpg,,Statement on the University of Idaho's Stance on Allowing Out-of-State Japanese American Students,,States that the University of Idaho had not changed it's policy regarding out-of-state Japanese American students. It addresses the six former University of Washington students that had been sent to Moscow and the plans for removing them to another state. ,,,university; relocation; japanese students; moscow,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_14,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima068,UG12_Box43_Folder1344_15.jpg,,Nisei Sent Here to be Taken Out,Idahonian,Article on R.W. O'Brien's trip to Moscow to discuss with President Dale the removal of six Japanese American students who had been sent to Moscow. ,4/23/1942,,newspaper clippings; japanese students; relocation; university; moscow,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_15,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima069,UG12_Box43_Folder1344_16.jpg,,Six Nisei Students Come Here to Continue Studies,Idahonian,Article details the arrival of six Japanese American students from the University of Washington in Moscow.,4/15/1942,,newspaper clippings; japanese students; relocation; university; moscow,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_16,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima070,UG12_Box43_Folder1344_17.pdf,,Letter from President Dale to Governor Clark,"Dale, Harrison C. ",Letter to Governor Clark addressing mis-represented facts in a Spokesman-Review article where the governor was interviewed. ,4/23/1942,,correspondence; japanese students; moscow; university,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_17,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima071,UG12_Box43_Folder1344_18.jpg,,Letter from Governor Clark to President Dale,"Clark, Chase A.","Letter to President Dale detailing the Governor's desire that those with Japanese ancestry should not be allowed to relocate and settle in the State of Idaho, but be ""brought here under proper guard."" He also states that Japanese Americans should put aside their education for the duration of the war and put themselves to work on something that would help win the war. ",4/24/1942,,correspondence; racism; relocation; japanese americans; japanese students,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_18,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima072,UG12_Box43_Folder1344_19.pdf,,Public Proclamation No. 3,"DeWitt, John L.","Proclamation by General J.L. DeWitt establishing regulations over all with Japanese ancestry within the Military Areas established by Public Proclamations Nos. 1 and 2. This proclamation established curfews and limited their movements. It also probihibited the possession of firearms, bombs, radio transmitting sets, cameras, and other items. This proclamation did not solely apply to those of Japanese ancestry, but also alien Germans and Italians. ",3/24/1942,,military; proclamations,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_19,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima073,UG12_Box43_Folder1344_20.jpg,,Six American Citizens,University Argonaut,Article written by K.C. on the removal of six Japanese students from Moscow.,4/24/1942,,newspaper clippings; university; japanese students; relocation; anti-racism,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_20,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima074,UG12_Box43_Folder1344_22.pdf,,An Open Letter to Governor Clark,,"Open letter to Governor Clark printed in Washington State Evergreen. The letter criticizes Governor Clark's attitude and actions towards those of Japanese ancestry being relocated to Idaho, particularly the treatment of those who had been relocated to Moscow. ",5/6/1942,,correspondence; university; moscow; racism; anti-racism; japanese students,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_22,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima075,UG12_Box43_Folder1344_23.jpg,,Letter from Representative Don C.D. Moore to President Dale,"Moore, Don C.D.",Letter questioning the decision to not allow non-resident Japanese American students to enroll in the University of Idaho.,5/9/1942,,correspondence; anti-racism,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_23,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima076,UG12_Box43_Folder1344_24.pdf,,Letter from Representative Don C.D. Moore to President Dale,"Moore, Don C.D.","Letter addressing the university's policy to not allow ""out-of-state"" Japanese American students to the University of Idaho. He states that the university of Idaho may have the authority to ban all ""out-of-state"" students from attending the university, to limit it to just Japanese ""out-of-state"" students is discriminatory and against not only the state constitution, but the 14th Amendment of the US Consititution. ",5/17/1942,,correspondence; anti-racism; discrimination,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_24,,,,,,,
hiroshima077,UG12_Box48_Folder1468_01.jpg,,Letter from Japanese American Citizens League to the University of Idaho,Japanese American Citizens League,The Japanese American Citizens League requests a message from the University of Idaho President to include in an upcoming publication of The Pacific Citizen. ,10/21/1941,,correspondence; national organizations; university,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_01,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima078,UG12_Box48_Folder1468_02.jpg,,Letter from President Dale to E.J. Baldwin,"Dale, Harrison C. ",Letter regarding the possible acceptance of a Japanese American student to the University of Idaho-Southern branch. ,7/13/1943,,correspondence; university; japanese students,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_02,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima079,UG12_Box48_Folder1468_03.jpg,,Letter from Allan C. Lemon to Student Relocation Counsellor Haru Tanabe,"Lemon, Allan C.",Letter informing Haru Tanabe that President Dale and the Board of Regents were receiving further consideration.,7/17/1943,,correspondence; japanese students; university; relocation,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_03,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima080,UG12_Box48_Folder1468_04.jpg,,Letter from Student Relocation Counsellor Haru Tanabe to Allan C. Lemon,"Tanabe, Haru",Letter from Haru Tanabe inquiring whether the University of Idaho would accept a Japanese American student who was interested in taking forestry classes. ,7/13/1943,,correspondence; university; relocation; japanese students,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_04,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima081,UG12_Box48_Folder1468_05.jpg,,Letter from Frank N. Freeman to J.F. Messenger,"Freeman, Frank N.","Letter from the University of California, Berkeley Dean of the School of Educating informing the J.F. Messenger at the University of Idaho that they have a plan to allow Japanese students to work in education and practice teaching at the Relocation Centers. ",2/16/1943,,correspondence; japanese students; university,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_05,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima082,UG12_Box48_Folder1468_06.jpg,,Letter from President Dale to Student Relocation Counsellor Haru Tanabe,"Dale, Harrison C. ",Response to letter Haru Tanabe regarding the admittance of relocated Japanese American students.,8/24/1943,,correspondence; university; relocation; japanese students,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_06,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima083,UG12_Box48_Folder1468_07.jpg,,Letter from State Superintendent of Public Instruction C.E. Roberts to President Dale,"Roberts, C.E.",Letter stating that the Board of Regents of the University of Idaho has voted to not allow non-resident Japanese Americans to enroll in on-campus or correspondence courses. ,8/21/1943,,correspondence; discrimination; university; japanese students,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_07,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima084,UG12_Box48_Folder1468_08.jpg,,Letter from President Dale to Commander Rex Gross ,"Dale, Harrison C. ","Response to letter from Commander Gross of the American Legion in Potlatch, Idaho about the treatment of Japanese American students at the University of Idaho. ",1/19/1944,,correspondence; moscow; racism; discrimination; japanese students,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_08,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima085,UG12_Box48_Folder1468_09.pdf,,Letter from Commander Rex Gross to President Dale,"Gross, Rex","Letter from Commander Gross of the American Legion in Potlatch , Idaho expressing concern over the attitudes expressed by some people in Moscow towards Japanese students at the University of Idaho.",1/17/1944,,correspondence; moscow; racism; discrimination; japanese students,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_09,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima086,UG12_Box48_Folder1468_10.pdf,,Letter from Acting Dean Baldwin to the Edward V. Berman at the War Relocation Authority ,"Baldwin, Ernest J. ",Letter to the War Relocation Authority informing them that the University of Idaho-Southern Branch was unable to accept Japanese-American students at the time. Baldwin also notes that with the addition of the Navy's V-12 officer training school at the branch there has been some prejudice against enrolled Japanese American students.,8/25/1943,,correspondence; war relocation authority; discrimination; military; japanese americans; japanese students; university,,,"UG 12, University of Idaho Presdient's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_10,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,
hiroshima087,argonaut_1942-04-24_pg1.jpg,,University Makes No Change in Jap Policy,University Argonaut,Article on the how six Japanese-American students were brought to Moscow and the University's stance.,4/24/1942,,newspaper clippings;  students; university; relocation,,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,
hiroshima088,argonaut_1942-11-05-pg1.jpg,,Group Hears Martin Tell Slap-A-Jap Club's Idea,University Argonaut,"Article on the formation and plans of the ""Slap-a-Jap"" Club as a war fundraiser for students.",11/5/1942,,newspaper clippings; racism; racist language; university; clubs (associations); students,,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,
hiroshima089,argonaut_1942-11-19-pg2_01.jpg,,Letter To The Editor,University Argonaut,"Letter to the Editor by Mrs. M.H.G. criticizing the name of the ""Slap-a-Jap"" Club.",11/19/1942,,newspaper clippings; racist language; clubs (associations),,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,
hiroshima090,argonaut_1942-11-19-pg2_02.jpg,,It Takes All Kinds,University Argonaut,"Response to the Letter to the Editor by Mrs. M.H.G. defending the name of the ""Slap-a-Jap"" Club. ",11/19/1942,,newspaper clippings; racism; racist language; university; clubs (associations); students,,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,
