objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,sensitive
hiroshima056,ug12_box43_folder1344_02.jpg,The Six Japanese Students,,This newspaper article responds to the six japanese students brought to Moscow. It discusses an Argonaut article (Six American Citizens) and the legality of denying Japanese-American citizens the ability to enroll at the university.,,,newspaper clippings; racial discrimination; racism; japanese students; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_02,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima057,ug12_box43_folder1344_03.jpg,Letter from President Sproul to President Dale,"Sproul, Robert G.","University of California, Berkley's President Sproul inquires if the University of Idaho would accept Japanese-American students that were being forced to relocate away from the University of California, Berkley.",1942-03-13,,correspondence; japanese students; relocation; university,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_03,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima058,ug12_box43_folder1344_04.jpg,Letter from James B. Hughes to President Dale,"Hughes, James B.","Pastor Hughes from First Baptist Church in Coeur d'Alene, Idaho encourages President Dale to allow Japanese students to relocate to the University of Idaho.",1942-04-18,,correspondence; japanese students; university; relocation; religious leaders; anti-racism,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_04,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima059,ug12_box43_folder1344_05.jpg,Letter from President Sproul to US Vice-President Henry A. Wallace,"Sproul, Robert G.","University of California, Berkley's President Sproul notifies Vice-President Wallace of a proposal for how to address Japanese American citizens who were being removed from univesities along the West Coast.",1942-05-01,,correspondence; relocation; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_05,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima060,ug12_box43_folder1344_07.pdf,Evacuees Not At All Bitter,Spokesman-Review,Sub-headed 'American Japanese to Be Evacuated From Coast; Declares Loyalty.' This article relates the feelings of Tom Hirashima a Japanese American being relocated from Santa Barbara.,1942-04-12,,newspaper clippings; japanese americans; relocation,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_07,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima061,ug12_box43_folder1344_08.pdf,The Japanese Evacuation: Looking Backward and Forward,The Living Church,Article in a religious magazine about the relocation of Japanese citizens and how readers can help.,1942-04-12,,religious leaders; relocation; japanese americans,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_08,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima062,ug12_box43_folder1344_09.pdf,Our Closed Door,University Argonaut,Article written by K.C. on the University of Idaho's policy to not allow Japanese American students to transfer from out-of-state instutitions due to forced relocation.,1942-04-10,,newspaper clippings; university; japanese students; moscow; anti-racism,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_09,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima063,ug12_box43_folder1344_10.jpg,Letter from Asher B. Wilson to President Dale,"Wilson, Asher B.","Wilson urges President Dale to only allow Japanese students who are Idaho citizens into the university, at least until the Board of Regents meets to make an order.",1942-04-06,,correspondence; university; japanese students; discrimination,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_10,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima064,ug12_box43_folder1344_11.jpg,Letter from President L.P. Sieg to President Dale,"Sieg, L.P.",University of Washington's President Sieg assures President Dale that the six Japanese students sent to Moscow were sent before they had received word that the University of Idaho would not accept them.,1942-04-13,,correspondence; japanese students; relocation; military; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_11,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima065,ug12_box43_folder1344_12.pdf,Letter from President Dale to Asher B. Wilson,"Dale, Harrison C.",President Dale responds to Asher B. Wilson detailing the events that led to six Japanese students coming to Moscow.,1942-04-21,,correspondence; japanese students; relocation; Wartime Civil Control Administration; military; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_12,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima066,ug12_box43_folder1344_13.jpg,Letter from Robert W. O'Brien to Professor Paul K. Hatt,"O'Brien, Robert W.",Robert W. O'Brien from University of Washington discusses moving the six Japanese students sent to Moscow to Pullman.,1942-04-20,,correspondence; War Civilian Control Authorities; military; japanese students; relocation; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_13,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima067,ug12_box43_folder1344_14.jpg,Statement on the University of Idaho's Stance on Allowing Out-of-State Japanese American Students,,States that the University of Idaho had not changed it's policy regarding out-of-state Japanese American students. It addresses the six former University of Washington students that had been sent to Moscow and the plans for removing them to another state.,,,university; relocation; japanese students; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_14,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima068,ug12_box43_folder1344_15.jpg,Nisei Sent Here to be Taken Out,Idahonian,Article on R.W. O'Brien's trip to Moscow to discuss with President Dale the removal of six Japanese American students who had been sent to Moscow.,1942-04-23,,newspaper clippings; japanese students; relocation; university; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_15,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima069,ug12_box43_folder1344_16.jpg,Six Nisei Students Come Here to Continue Studies,Idahonian,Article details the arrival of six Japanese American students from the University of Washington in Moscow.,1942-04-15,,newspaper clippings; japanese students; relocation; university; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_16,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima070,ug12_box43_folder1344_21.pdf,Letter from President Dale to Governor Clark,"Dale, Harrison C.",Letter to Governor Clark addressing mis-represented facts in a Spokesman-Review article where the governor was interviewed.,1942-04-23,,correspondence; japanese students; moscow; university,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_17,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima071,ug12_box43_folder1344_17.pdf,Letter from Governor Clark to President Dale,"Clark, Chase A.","Letter to President Dale detailing the Governor's desire that those with Japanese ancestry should not be allowed to relocate and settle in the State of Idaho, but be ""brought here under proper guard."" He also states that Japanese Americans should put aside their education for the duration of the war and put themselves to work on something that would help win the war.",1942-04-24,,correspondence; racism; relocation; japanese americans; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_18,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima072,ug12_box43_folder1344_19.pdf,Public Proclamation No. 3,"DeWitt, John L.","Proclamation by General J.L. DeWitt establishing regulations over all with Japanese ancestry within the Military Areas established by Public Proclamations Nos. 1 and 2. This proclamation established curfews and limited their movements. It also probihibited the possession of firearms, bombs, radio transmitting sets, cameras, and other items. This proclamation did not solely apply to those of Japanese ancestry, but also alien Germans and Italians.",1942-03-24,,military; proclamations,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_19,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima073,ug12_box43_folder1344_18.jpg,Six American Citizens,University Argonaut,Article written by K.C. on the removal of six Japanese students from Moscow.,1942-04-24,,newspaper clippings; university; japanese students; relocation; anti-racism,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_20,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima074,ug12_box43_folder1344_22.pdf,An Open Letter to Governor Clark,,"Open letter to Governor Clark printed in Washington State Evergreen. The letter criticizes Governor Clark's attitude and actions towards those of Japanese ancestry being relocated to Idaho, particularly the treatment of those who had been relocated to Moscow.",1942-05-06,,correspondence; university; moscow; racism; anti-racism; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_22,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima075,ug12_box43_folder1344_23.jpg,Letter from Representative Don C.D. Moore to President Dale,"Moore, Don C.D.",Letter questioning the decision to not allow non-resident Japanese American students to enroll in the University of Idaho.,1942-05-09,,correspondence; anti-racism,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_23,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima076,ug12_box43_folder1344_24.pdf,Letter from Representative Don C.D. Moore to President Dale,"Moore, Don C.D.","Letter addressing the university's policy to not allow ""out-of-state"" Japanese American students to the University of Idaho. He states that the university of Idaho may have the authority to ban all ""out-of-state"" students from attending the university, to limit it to just Japanese ""out-of-state"" students is discriminatory and against not only the state constitution, but the 14th Amendment of the US Consititution.",1942-05-17,,correspondence; anti-racism; discrimination,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_24,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima077,ug12_box48_folder1468_01.jpg,Letter from Japanese American Citizens League to the University of Idaho,Japanese American Citizens League,The Japanese American Citizens League requests a message from the University of Idaho President to include in an upcoming publication of The Pacific Citizen.,1941-10-21,,correspondence; national organizations; university,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_01,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima078,ug12_box48_folder1468_02.jpg,Letter from President Dale to E.J. Baldwin,"Dale, Harrison C.",Letter regarding the possible acceptance of a Japanese American student to the University of Idaho-Southern branch.,1943-07-13,,correspondence; university; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_02,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima079,ug12_box48_folder1468_03.jpg,Letter from Allan C. Lemon to Student Relocation Counsellor Haru Tanabe,"Lemon, Allan C.",Letter informing Haru Tanabe that President Dale and the Board of Regents were receiving further consideration.,1943-08-24,,correspondence; japanese students; university; relocation,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_03,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima080,ug12_box48_folder1468_04.jpg,Letter from Student Relocation Counsellor Haru Tanabe to Allan C. Lemon,"Tanabe, Haru",Letter from Haru Tanabe inquiring whether the University of Idaho would accept a Japanese American student who was interested in taking forestry classes.,1943-08-24,,correspondence; university; relocation; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_04,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima081,ug12_box48_folder1468_05.jpg,Letter from Frank N. Freeman to J.F. Messenger,"Freeman, Frank N.","Letter from the University of California, Berkeley Dean of the School of Educating informing the J.F. Messenger at the University of Idaho that they have a plan to allow Japanese students to work in education and practice teaching at the Relocation Centers.",1943-02-16,,correspondence; japanese students; university,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_05,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima082,ug12_box48_folder1468_06.jpg,Letter from President Dale to Student Relocation Counsellor Haru Tanabe,"Dale, Harrison C.",Response to letter Haru Tanabe regarding the admittance of relocated Japanese American students.,1943-08-24,,correspondence; university; relocation; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_06,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima083,ug12_box48_folder1468_07.jpg,Letter from State Superintendent of Public Instruction C.E. Roberts to President Dale,"Roberts, C.E.",Letter stating that the Board of Regents of the University of Idaho has voted to not allow non-resident Japanese Americans to enroll in on-campus or correspondence courses.,1943-08-21,,correspondence; discrimination; university; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_07,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima084,ug12_box48_folder1468_08.jpg,Letter from President Dale to Commander Rex Gross,"Dale, Harrison C.","Response to letter from Commander Gross of the American Legion in Potlatch, Idaho about the treatment of Japanese American students at the University of Idaho.",1944-01-19,,correspondence; moscow; racism; discrimination; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_08,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima085,ug12_box48_folder1468_09.pdf,Letter from Commander Rex Gross to President Dale,"Gross, Rex","Letter from Commander Gross of the American Legion in Potlatch , Idaho expressing concern over the attitudes expressed by some people in Moscow towards Japanese students at the University of Idaho.",1944-01-17,,correspondence; moscow; racism; discrimination; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_09,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima086,ug12_box48_folder1468_10.pdf,Letter from Acting Dean Baldwin to the Edward V. Berman at the War Relocation Authority,"Baldwin, Ernest J.",Letter to the War Relocation Authority informing them that the University of Idaho-Southern Branch was unable to accept Japanese-American students at the time. Baldwin also notes that with the addition of the Navy's V-12 officer training school at the branch there has been some prejudice against enrolled Japanese American students.,1943-08-25,,correspondence; war relocation authority; discrimination; military; japanese americans; japanese students; university,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box48_Folder1468_10,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima087,argonaut_1942-04-24_pg1.jpg,University Makes No Change in Jap Policy,University Argonaut,Article on the how six Japanese-American students were brought to Moscow and the University's stance.,1942-04-24,,newspaper clippings;  students; university; relocation,,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,eng,
hiroshima088,argonaut_1942-11-05-pg1.jpg,Group Hears Martin Tell Slap-A-Jap Club's Idea,University Argonaut,"Article on the formation and plans of the ""Slap-a-Jap"" Club as a war fundraiser for students.",1942-11-05,,newspaper clippings; racism; racist language; university; clubs (associations); students,,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,eng,
hiroshima089,argonaut_1942-11-19-pg2_01.jpg,Letter To The Editor,University Argonaut,"Letter to the Editor by Mrs. M.H.G. criticizing the name of the ""Slap-a-Jap"" Club.",1942-11-19,,newspaper clippings; racist language; clubs (associations),,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,eng,
hiroshima090,argonaut_1942-11-19-pg2_02.jpg,It Takes All Kinds,University Argonaut,"Response to the Letter to the Editor by Mrs. M.H.G. defending the name of the ""Slap-a-Jap"" Club.",1942-11-19,,newspaper clippings; racism; racist language; university; clubs (associations); students,,"The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html","The Argonaut Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",,,Document,image/jpg,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,eng,
hiroshima092,mg387_03_02.pdf,Letter from Fumiko Shitamae to George Shitamae [1],"Shitamae, Fumiko",Letter to George Shitamae from his niece Fumiko discussing the curfew and evacuation set in place for those of Japanese ancestrty.,1942-04-02,,correspondence; concentration camps;relocation,,,"MG 387, George Shihei Shitamae. Papers, University of Idaho Library Special Collections and Archives",MG387_03_02,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima093,mg387_03_03.pdf,Letter from Fumiko Shitamae to George Shitamae [2],"Shitamae, Fumiko",Letter to George Shitamae from his niece Fumiko discussing their arrival and living conditions at the Minidoka Relocation Center. ,1942-09-11,,correspondence; concentration camps;relocation,,,"MG 387, George Shihei Shitamae. Papers, University of Idaho Library Special Collections and Archives",MG387_03_03,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima094,mg387_03_04.pdf,Letter from Fumiko Shitamae to George Shitamae [3],"Shitamae, Fumiko","Letter to George Shitamae from his niece Fumiko discussing the conditions at Minidoka Relocation Center, including the weather, lack of running water, and lack of stove pipes to keep warm. ",1942-09-23,,correspondence; concentration camps;relocation,,,"MG 387, George Shihei Shitamae. Papers, University of Idaho Library Special Collections and Archives",MG387_03_04,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
hiroshima095,mg387_03_05.pdf,Letter from Fumiko Shitamae to George Shitamae [4],"Shitamae, Fumiko",Letter to George Shitamae from his niece Fumiko describes the activities happening in the camp around Christmas and New Year.,1943-01-18,,correspondence; concentration camps;relocation,,,"MG 387, George Shihei Shitamae. Papers, University of Idaho Library Special Collections and Archives",MG387_03_05,,Document,application/pdf,image;stillimage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,
